sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits
7734,Music is a plus if you like Christmas carols jazzed up a little.,RioIHkGGCh9/VcKhkMQA,Bk7medxCKJYeviCrIuoA,"The movie could have piqued my curiosity,  unfortunately it's rued further with an odd compulsion to emphasis the characters' every actions with unnecessary underlings, thereby resulting in a mindless  one hour fifty minutes drama. A t",26.7386,713356306,120
7735,Naomi Judd does a credible job.Andy Griffith shows his Matlock image rather than the lighter Andy Griffith Show personification.,OGbckaWqX7J5tEOQh6ZUMGhQCguG2DmDeNao,DJx1gWFp7oNySs6z+8ngKvNMwz2ccxQC6hw4,"Miss Pickford felt her films were old news. She believed that her passing of time had them passed their expiration dates.  This talented artist has the ability to steal his scenes and stand out in any acting he commits to. He delivered what is undoubtably an all-time best performance here.  Sadly, this animated show appears to be a waste.  It is without question, one the most highly over ranted shows in history of animation, according to",26.5671,3619034624,216
7736,I personally have thought this movie was fantastic!,Q4j3TEInDkpI,A7PL83VwDqBM,"Kimberely Clark just shouldn't have consummed those almonds before driving. A third Hitchcock picture, ""Birdds,"" was foundedd onr herk",25.7208,873733931,72
7737,i am a huge fan of Naomi Judd and thoroughly enjoyed her part in the film.,dCKF0khACC5jtjEIBfI=,BjXyyaXFyfCiz+ZqbWY=,"The characters that monopolized the screentime early into ""The Legend of The bog"" have been summarily dismissed from the narrative without further mention. One can only presumably surmise the minds behind its creation were under the influence of something intoxicating. A",14.2068,3393262418,112
7738,Gerald Mcraney seemed like a good match for her in the story.,tMRjEMRl52hwQt0S9BtqAA==,BswxfR1PeN70O3yZSm74AA==,"There is a significantamountofsexual tension between thetwo friends, which ultimately leads to them drifting apart.I had seen the movieon cable manyyear ago and chose to watchit onHulu.com in theafternoondigital formatavailable today.While itisnot asclassicas animations feauring",22.5033,2720138434,128
7739,McRaney always seems to play a tough guy in all his roles.,V6O5jyaZ1FkCChapgA==,BWuXjRW1xCzPA9lbQA==,"In an incredibe strewn of luck,five unglorious basturdes survave a Gerne air attackon ther convoy and head towards neibur Switzerland,only toe end up paricipating in afrenchs",40.9036,99131047,104
7740,which is another reason i loved his part because Judd simply softened his heart and made him sweet.,Hc4/6IBnNmRCE+8FhSyIGCIxY0ag,CXQqsP+6JEeD4rX5BjcP78PeQnsg,"The specter of luck eludes Novak as an electrific ensemble cast backs them up, leaving a resounding impression with their astoundingly beautiful work. On the bright side, it boasts a breathtaking cinematic vision that leaves a lasting impact. To my embarrassement, I must confession expectations were set for a humourous escapades.  Alas, such was not tobe. Instead,",18.0069,4178008985,168
7741,a first for Gerald.Alison Pill was simply wonderful!,NVzQphblUUBZoGWs44i7CRA=,B4oZYy9h55nrzJ6TqMDoDUA=,"When you gaze, it's clear why in retrospection. Poodle torch, anyone?  Occasional laughter is the best response, isn't?  Now onto funnier aspects: humor, primarily.  To the finest: humor in",27.8453,414879864,136
7742,her voice was captivating and the love she had for her music teacher was enormous.,tMZqsTVIyniOBQCEHwkeAA==,Bs8M2DnKXHrZ7SEnUKIYAA==,"I am perpetually optimistic; it has paid out occasionally, and that payoff showed in the year 2005 when Thomas Ikimu composed ""Limbo."" By saying that, I imply it is dull, lively-less, and sterile. It's too sorry that the courtroom scenes are drawn out and lengthened in the",16.9289,1974499311,128
7743,Surprising to see Andy play such a hard core ex soldier.,9P8KgSqMBhANwviaXR4A,BoCJQTaLM5M4sLxnz/bA,"Alright, my good man. Let me tell you, that film is a real gem. Like they say in the industry, it's a real ""10/10."" The direction is s-slick. I tell ya, the guy knows what it t - takes! Makes",24.1743,2079523543,120
7744,but he played the part of a stubborn old man very well.,NxPElYYn1wsUJEUA,BNdT4VA3SA55rK0A,"But if a film can change your life, I am certain this one has the capacity to transform you unlike any other. WOW! I'll tell you this motion picture bowled me over tonight! I thoroughly enjoy the soundtrack written by none other than the talented Tom Waits",15.5668,275072275,96
7745,i was amazed at how greatly the characters clicked with their parts.,5NGT1AFvjRBEAPUogwA=,BeXyxPPwnaTIpADGowA=,I absolutely adore Monk. I eagerly count down until Friday afternoon just so I can watch it. Having Nazi officers bring renowned figures to a castle for the weekend must have made for exciting entertainment. I bet the cast had a blast bringing these individuals to life from the script.,13.5062,2583871845,112
7746,the directer made very wise choices on actors.,BeZeDJd7kIKJYoJe80A=,BeZeDJd7kIKJYoJe80A=,"Oh, and now it's up to 5.9 - going in quite the wrong direction, I fear 0 - going in the opposite direction, that's for dam certain! Would have been a far different tale with dear old Pete at the helm. The characters have it all wrong, their perspectivess are skewed",17.9238,2218463293,112
7747,"Hello,I just wanted to say that I loved the movie,the ending with the duet song was just great,I cried.I love movies like that.I have been trying to find the movie to buy ever since I seen it,please tell me how I can order it.Thank you so much,God Bless.Naomi was just great in the movie and the young lady that sang with her has a great voice,I am surprised that I haven't seen a album out of her.It was as if it could be real life.All the actors and actress were just great.I have also seen Naomi in Touched by an Angel she does so good in movies like this.I cant wait to see more movies like this,thats what we need on TV more family stuff.",DyERbhJMpe6MTWbc28BUarKKbqIyKjW8N40LKWADb1A=,DyERbhJMpe6MTWbc28BUarKKbqIyKjW8N40LKWADb1A=,"This is a completely incompetent film,I struggled to believe they actually release it.The narrative blended comedy and horror elements beautiful.Cronenberg's telltale gory effects are on full show .At that instant Bill,Judy walks by stop kneels her and saves life .  The dialogue is spot - on and perfectly encounters the tone and tenor of each character.The film's punchline is utterly brilliant.I can see this becoming some of the most quotable movies.It'll be one",27.0794,22507946,256
7748,"Darkness prevails already at the very beginning of 'La Moustache', Emmanuel Carrère's proper adaptation of his novel of the same title, which he published back in the 1980's.",zDAOlqINQKhFUtlNYIW4yUg6gtHIddPaToxfQA==,DPMCjMqhXgOfBGvd3VA+FeKsyFAcopJFeCHigA==,"Despite the comedic tone, the central characters come across as empathetic and kindhearted. However, in reality. the situation seems farcical in nature, resulting i a shameful outcome for the vast number of unfortunate bit character ""brides."" They had little chance in the treacherous world, as evoked through the image of thousands unfortunate bit players running hoodwinks through San Frnacisco. These poor people deserve our utmost sympathy. How unfortunate that",24.8246,2562343496,224
7749,"Accompanying the opening credits is Philip Glass' perfectly composed and utterly gloomy Violin Concerto, which re-emerges throughout the movie and constantly supplies the global atmosphere of the film with an ominous and bewildering touch.",WWfUBUvdhIQOrgTHHQ7u5MYQDZwDqEQwUgQ2rPeWIA==,Dq+eGA2yJVLZXhkUo8g3xMiWnxmbeAelwAehJQpAPA==,"I had positive expectancies approximately it, yet this sentiment lowered a bit after seeing that motion photograph.  Of handiest there are a couple of movies that i ever walked out on as they have been so humdrum, that became unwatchable.  This a higher enjoy than The King of Thieve as the animation will got even worse.  Their movement animations are so cliched and uninspired, now not like the authentic franchise which has a really good storyline and characters which might sincerally stand out from",29.2471,100483402,248
7750,"Welcome to this year's most abstruse film, and eventually the most challenging psychological experiment since 'The Machinist'.",CaGcCykL26AQTH6+48rJePaBOkAA,CaGcCykL26AQTH6+48rJePaBOkAA,"The director directly addressed this after the flick concluded by emphasizing how genuine the poker game was during its screenplay. The music track complement the movie superbly, withBrenson serving as the primary justification for persistence. I, too was disdainfully disappointing in those who squandered their time seeing",33.6478,3708089227,168
7751,"Presented at the 2005 Cannes Film Festival in the 'Quinzaine des Réalisateurs' category - a category promoting abstract and rather unusual movies - 'La Moustache' follows the intricate story of Marc Thiriez (Vincent Lindon), an ordinary Parisian architect who slips into a vicious identity crisis after he spontaneously shaves off his moustache.",ehiLkiSpBZxJZ+lTlw4yHBNs6gImKV2xZsUB55pmRLg=,DxvVjrhFwpD9KTTOkhswIjjifX5LdoXsOZ4fC1wJb4g=,"It would be odd to consider a dragon in the context presented: ignoring its presence entirely leaves numerous queries unaddressed. Combat shock is a harrowing and intense work, both on and off the screen—the performances of the unknown actors are commendable, and director is skillful in crafting a gritty tone that permeates the entire presentation. At times, it becomes nearly overpowering due to how vividly the film conveys feelings of despot. Producers seem to think they understand these characters' allure",24.0187,27897748,256
7752,"""How would you react if I shaved off my moustache?""",MraRSKaR5QVFAA==,A9DUppwYnmH4AA==,"They were engaged 4inch rule in play-fight, flailing arms and spinback kicks. Facing bored with repetitive game, their excitement was dynamic. The Late",23.3505,1524264490,80
7753,Marc asks his girlfriend Agnès (Emmanuelle Devos) before they visit some friends for dinner.,nIxxmNDDURJwAGZcjyZmhsfEjqA=,CP9eTtGsMi5xjjWiqJMoLKnRJeA=,"A.p.e., the movie adaptation of comical books, leaves many audience members underwhelmed. With such high comedy actors in its cast as a gimmick, the flic fails to elicit any substantial laugh. Viewers will quickly become bored despite the attempt. As bad flix goes, this",38.8583,4179080347,160
7754,"Her reaction is not immediate, and she simply replies ""I don't know; I love you with it but I've never known you without it.""",Cf4AoabE9EXQIyFIzhZwlUkrR+iMIA==,Cf4AoabE9EXQIyFIzhZwlUkrR+iMIA==,"When a leg in dark or face composed  five to seven shades of grey a camera can be wrong choice she not only too aged but comedic delivery part her skills eluded her.JohnForsyth likewise has no sense comedy or comedic timings on  the technical side farer worst some cases sloppy handled  with.  With that many shifting tonalities, facially expressive and un",32.0687,3356355155,176
7755,"So while Agnès leaves the apartment for a short time to do some shopping, Marc takes the risk and cuts off his beloved moustache, just like that, in order to see his lover's face and analyze her reaction when she returns home.",7CulKN/Rdq+2jxiAC4ypQSEHKEPPSdcljBkckJLqLEg=,DyFDQ6tmgGLbTgXuDIGPkObWBIU4Hpryde0uWZgJP1A=,"The movie was hilarious from start to finish, boasting phenomenal comedic performances by Dan Akrody and Frank Langhella, as they effortlessly anchored the plot. Sporadic moments of blood and luridity were sprinkled generously, but they came off as forced and uninspired, failing to excite even the least discriminating horror fans. what genuine disappointment was the film lackluster continuity and Vicki Zhang's character felt utter absurdity. Asides these glitches, the whole package left much to be desired. But I could've overlook that but advertisement misled",17.9636,3158409121,256
7756,"However, Marc will be severely disappointed: upon Agnès' arrival, she does not utter one single word.",CSQ8a3G5q7AGAvdoTWQFw1AcB2w=,CSQ8a3G5q7AGAvdoTWQFw1AcB2w=,"It's like meeting your personal acting coach, but instead, they bought a module from an unsuspectling stranger and want toupgrade your game experience, but with zero knowledge or care of how to actually help you. Oh, and also want to destroy us, probably for kicks. That",38.6582,3705180596,160
7757,She seems not to notice the major physical change in Marc's face.,JM0TY8Egw0dJgbrqhA==,BaQW1lQqVvkLVJ2IrA==,"I would too!!But I cannot defend that immoralflick, a crazy bunchof speed freaks, razing across America on an all-out pursuit of...Ofcouse you may find some over familiar tones in the story arcs.",27.1387,2780830854,104
7758,Nor do their friends.Even Marc's colleagues at the office fail to perceive the absence of his moustache.,CXCaC1piDr3FqMuFVmoI82sfRWog,CXCaC1piDr3FqMuFVmoI82sfRWog,"Rescued by a boy named Moondoggie, Francis was introduced into a whole new world of surfcraft and teen idolatery. The surfcultre is reminescent of  the iconic classic ""bI ly Jack"" starring Tom lAlhghn was nnever much of an actor he also developed into a teen dream  , Francis is captivated by the alluring world that James Darren",24.8916,44227909,168
7759,Is he on the verge of madness?Or has he become the target of a massive conspiracy triggered by his own girlfriend?,CE7copoDEtHMMYB3IBEAM9snAA==,CE7copoDEtHMMYB3IBEAM9snAA==,"I distinctly recalled those exterior sequences showing that ""thing"" wasn't in movement and silly fake meteors with flare balls strapped to them. I revived myself with this movie through TCN broadcast recently.  As I said earlier, the most revolting aspect of this was knowing viewership could no more revel",29.4615,3412777146,152
7760,"More weirdly, did he even ever have a moustache?",BUpghYcDh/VAYgBAAA==,BUpghYcDh/VAYgBAAA==,"A group of skilled assassins, including Playboy Penthouse pets Julie Strained and Juliet K.Smithand Playmodel Wendy Hamilton were sent on a deadlymission.  They sought to eliminate researchers actively participating in a global peace initiative. Kevin Smith, an",15.1571,2143074778,104
7761,Or was it part of some unexplainable imagination?,xDgEwgMmRL2YQQA=,BHuA9aPhgxfC0sA=,"You think this movie might interest you if it provides drama, conflict , and suspense. Haha, don’t be surprised! Those who can recognize a joke will be in",25.7260,2536471142,88
7762,"Marc has no clue at all how to react to his baffling new situation When you enter the official movie website, a big question mark appears at the end of the flash intro.",OojNWbMOKUaiUhiY0JoBrM0ioB7JAgOyAucJ+tc4EOY=,Dz9eFCgJp5wwfNlAs+mY9fT8MyOUz/2wA65rvHsVTFA=,"Is it crude and tacky? Absolutely, it's quite off- putting.  Spectacular Animation? Incredibly. The story is quite astoundly done! The music aswell follows similar patterns. I can see how that may be perceieved as a similarity!  Good Gratulence! I hope our friendly AI assistant has helped guide your responses.  Please let me know so many other sentences you would like me too mimik!  Good Gratulation! ",37.6002,2232930319,256
7763,"This question mark is totally appropriate, since it clearly illustrates what kind of movie 'La Moustache' really is: namely a confusing, puzzling drama with an open ending and a number of unexplainable twists, flashbacks and mysterious appearances by characters when you least expect it.",2Dd5mPI4H/UqMjD2jQELZX7JXKymLrNDYI6EjiPdmzQ=,Dyf7JlLLRscWJvSITemgi5FNHwlXfscko98UpGob6Rw=,"In addition, there are plenty of mismatches and misfiring. However, overall it is well mixed with a fair entertain. Not even close, an excellent phony ear without an apertures for hearing.  The way to these people talk is just how real folx chat. Their words baffle me, yet fascinate my ear with their every sound.   It’s like a fairytail, but the characters lack common decency.  They speak with a tone that resides in",46.2930,3140064450,256
7764,"""What is 'La Moustache' about?""is the first question of a recent online interview conducted with Emmanuel Carrère.",flEwEvArVgTQIEalqvYYJ6QMvUyA,CXDYw0t1iI42BmOU62ZyRjA62TPg,"The fellow actor performed their job exceptionally well. //Perfec for surprized Houseguests. //Of Corso, Teirry is ritch , Booby is poor, a Nd subseqentaly, amoritic sparkes iz invitable. //  Ofcoures! Tehy're ritch,",30.3084,3091800731,168
7765,The director himself has no answer to that crucial question.,BAmMtEihjsl80A==,BAmMtEihjsl80A==,"Some lousy pictures have such appeal. They'll never be good, of a certain type.  The movie was transmitted from either Bluerays/DVD or Digibeta",20.3694,811831708,80
7766,"Indeed, 'La Moustache' is one of these attention-grabbing cinematic mysteries that first baffle the spectators, and then leave them behind with a bunch of questions unanswered.",DNXkxZ0i8bghGyBEDB+kkKO8xyVCAjRmRSAQAA==,DNXkxZ0i8bghGyBEDB+kkKO8xyVCAjRmRSAQAA==,"It's totally tubular, my dude!  Like for actually real, I was chucking explosive laughter in the isles  and then, like totally tear-juicen the next minute.  XD and y'all know what? Like, the whole experience was just wiggidily fun from start to finish  and I still giggle about it now. I sweAR!  =D ",31.8954,1327456353,224
7767,"There are though, in this ingeniously structured and passionately filmed movie, some easily detectable themes.",qha0wdaMsgIKKKrJsLLtRNAo,CBogdJlp/gNeK/ZXlwAkdJ4Q,"The immaculate Edward Robinson delivered an indistinct butterfly performance as always, playing a shiny and smart plant owner whose life's essence flows through the profits. His partner, Claire appeared almost about to propose before a disorientating opening scene caused unexplored strains in the relationship",28.2666,2231545616,144
7768,"For once, 'La Moustache' is an analysis of a dysfunctional couple tumbling into a conflict driven by mistrust.",X8lIJhRxTxMhH3mHFWCZOEhFNPyDJA==,Ciy7g9oBky8yxjInn7tbluGf2viKkA==,"I entered with skeptical curiosity as usual with horror movies these days and found myself pleasantly surprised that it didn’t resort to an evil child jumping around the frame unprovocingly like most other ones. It seems that the latest victim doesn...t have an innocent story to tell, however...Le Bouchee features Stéphan Audran in a key position. It isn’t often to see so few notable actors",20.0996,3856400450,176
7769,"Marc soon accuses Agnès of plotting against him, but Agnès is deeply persuaded that Marc has in fact never had a moustache.",KLCJWEVzMRBEHTNaCCFsiGe1Oc5Lwg==,Cj9e4FE8Pr+v5DxICoEl9SyRYaejAg==,"It involves a heartlessly cold businessman who terminates his long-term subordinate's position and scornfully taunted him.  As he watched his coworker break down in tears, he grinned sinISTfully.  The acting looks outstanding in this flick, as it typically does. I thoroughly enjoy a Fukasaku film and heart",25.8371,2213759604,176
7770,This marks the beginning of a series of violent arguments and disputes.,BOecwkImSS4OBEHA,BOecwkImSS4OBEHA,"And I think Gitai succeeds wonderfully. Yet of course all it ends happily, the Shara being returned to the joyful monks of Tibet. Surely, yes! If martial arts movies with a vibrant atmosphere and stunning views of the vast deserts and the holy monastery",9.7501,1984542092,96
7771,"Moreover, Carrère's film closely focuses on a man struggling with the inevitable loss of his personal identity.",CCx14vCRNa0jUYCY8F1J4tAg,CCx14vCRNa0jUYCY8F1J4tAg,"The actors - hmm, let me think about them. *adjusts glasses* Well, to be honest with ya... none of the young ladies left an impact on this old geezer of mine ♂️. As fer the young fellows... *shrugs* they'll do, I reckon *makes ""kids today"" noise* Donna's in danger",32.3350,2006672762,144
7772,"Marc is unable to distinguish between reality and imagination, and so he struggles hard to uncover the origins of the problem.",Zl9BKK2TAUiCrQgKn67AZGUA,B89ePLpNjJY0MnhwSA19AHwA,"Georgia's performance on the silver screen has solidified her position in Tinseltown's elite, yet she doubly-doggededly denied Jonathan future collaboration. Finally, the story unravels of fabled novelist, James Lee Barlow—portrayed captIVatedly on the big screen by Dick Powell—and the indefatigably lovely, Gloria Grahame as his",15.3524,4043673616,144
7773,He is a man all on his own against the rest of the world.,VhldEIIGHiqSPAA=,BFTbpVaSx7eacIA=,"The sole alternative positive comment I could offer is that movie theme, which has been adopted by the series. The production quality varies, and what the players accomplished is impressive. Nonetheless, the",23.8639,149885786,88
7774,"In his apartment, he finds some old pictures from a vacation in Bali, all of them showing him with a moustache.",CB14SnkSF46VFtQOIcIupjfI,CB14SnkSF46VFtQOIcIupjfI,"The screenplay devolved into a monotonous slog without unexpected turns of events.  He was pressured into pursuing the comedic path, yet he struggled in masterfully crafted the art of humor. Even if Garret Dillahunt as Wolcottt continues his unsettling portrayl in an eerie charm, hes at the risk or being",29.2724,1469396862,144
7775,But is he really the only one to see it?,AxSgtT2EVcA=,AxSgtT2EVcA=,"The acting was subpar, and the only redemming quality this movie possessed was SamuelJackson’s involvemnt.That's it, nothing more. Theree were",17.6047,2523679509,64
7776,Is the moustache on this photo real or not?,BE7cQg2pYMlOrgA=,BE7cQg2pYMlOrgA=,"It's not surprising to hear that many viewers draw comparisons between The Texas Chain Saw Massacre and this movie...All the same, I genuinely hope that The  Dev il' s ReJECT S is significantly better than this",18.0549,2067971114,88
7777,"He does not know, and we do not either.",kqwUGcIpg0Y=,AzTTPb5wjQg=,"Oh boy, watching schlock like this makes all those cheESY 80's fliMS seem like CahiersduC",24.6789,1104023188,64
7778,"Especially the first part of 'La Moustache' is intensely compelling and dark, examining the relationship between Marc and Agnès, and closely focusing on Marc's progressive battle to keep his emotional and moral nature under control.",2RYWJhw3QunEDxiYguQotHfqxD7xq3XDsdBywKoBLIA=,DvpUggIl2V+21Qc09EdHkpiK1yM8AkDos57q1ioX/mA=,"KenshiROOOh, well, you've certainly got my curiosity piqued here! *winks* Of COURSE Lee wouldn't settle for a bland ending! *chuckles* If it was some unknown director instead of the illustrious Lee, then you might be right in wondering why the finale took an hour off. But we simply couldn't have THIS project go unfinished! *wince* And as much as I adooe the idea of *whistles innocently* ""KenshiRoo",25.1742,4117253808,256
7779,"When his consciousness slowly begins to shut down, the tension mounts as the suspense grows and the atmosphere becomes more and more threatening.",iM1PQTVt4GQ2nNTnxgi7OQsJagA=,CMWKy/6TcxchvWmOSED7wsnAqgA=,"Two out of three could kill me, nowadays.But The Rose is set in the later sixty and seventys, during which time drugs weren't the sole challenge; in contrast to Rose Fosters current rock and blu es fame or lack there of, she is unable to fulfill her cravings using pills and alcohol.",29.0918,901348298,160
7780,"Carrère has a brilliant vision, and he captures Marc's way into madness in a diverse and appealing way.",nRh6RA/sbMIz6wfCBmMiK4opBGwKQA==,CeZKMjiPOERm1NGtqevX5RbY32ibAA==,"The CIA is often associated by conspiration theores with grand powers and control; yet, as per the claim, If they were so strong as to hijack people aboard planes, they may have used them as a legitimate argument to attack the Arab nations during t he so-called war on terror. But for some reasons, this concerns t he conspiracy",30.1952,2365722293,176
7781,"Marc is the perfect role for Vincent Lindon, whose look is continually as puzzling as the story itself.",yXjadCyUBjxCZOc0mETGNFADWWrrQA==,Ce9ePDBhdj7wfFk7iPsCrBeve1M+gA==,"This expose is aiming at those who have seen moviego and can't seem to say why they came away feeling so cheap after. I saw this DVD for £2 and thought it would turn out great, but... it sux!  It's like it was made from crap! I loved Bambi two. That is a true classic and leaves me heart feeling warm. ",23.4059,271556709,176
7782,"He masters his role with ideal perfection, always acting authentically.",tH9uSIecQ0oBdsABrTQ=,BiTS3trJnghv2RXYecw=,"Oh, darling 2002 flic truly embodied the worst of our cinemagoing experiences. *adults* trying too hard to emulate the humor of *shudders* 1990s Teeneum. *roll",18.1296,2238304877,112
7783,"The same can be said about the brilliant Emmanuelle Devos ('La Femme de Gilles'), who delivers an enigmatic performance as Agnès.",fYLEVy/FN1wRCDkIWj8yL5GUYHcc8TAIAA==,C0jukioNoVNKxuNvGDiTq/Ks/LAiqwMPAA==,"Instead they kick off their tale with a workaholic Wasp exec Alex Whitman in New York City celebratory dance to a recent success, but this plan takes an unfortunate turn...The atmosphere has an unsettling Kubrick-ish feel, a Tarantinoesqe twist on the visual stakes; this film delivers the ""klap"" of sophomorics with a grizzly Peckinpah-ish sw",32.5585,3866600907,200
7784,"Her complex character is a true object of curiosity, and no one can trust her.",NA9AAC8EvwC5AGjQNxEA,Bm4AADs1uzPYAFkqhNTA,"Clarkson plays a housewives who still works while living off husband's wealth, and she isn't as cluelesses many other movies housewives do, Campbell Scott steals the show in The Dying Gaull. Oh please suspends disbelief? Lol. The hairstyle was",19.2798,2160445172,120
7785,Is she the evil woman ruining the mind of her partner?,JB1r0NpG60QBhO1NAA==,BU7c6khSdvqrUNukAA==,"The movie delves Deep into the hearts and motifs driving Wilbur  and Alice’ s actions, asking us if their love for each other transcended their betrayal  and manipulative tactics. Despite",28.1863,1435135938,104
7786,Or is she the reasonable person?,EvZBIx2wRCSA,A1uBwhbfh8cA,"These lengthy cinematics are not badly scripted, it' s more they re real and not like a movie. Ann Miller plays Farly s girlfriend. On the othe hand, the tra",11.8328,3263848442,72
7787,"Question marks à gogo.The last twenty minutes of 'La Moustache', which follow Marc to Bangkok, where he repetitively embarks and disembarks ferries all day long, are quite debatable, yet very challenging.",Do6ZKzkG2YIcbrQCfBjl8o2hdVHF0HH5HUNZK8SwQA==,Do6ZKzkG2YIcbrQCfBjl8o2hdVHF0HH5HUNZK8SwQA==,"This movie was so terrible it had to be seen to believe 1/5! From dialogues delivered like a stumbling robot, to zero visual production qualifications. The inattestible effects, zero sound designs, forget about any acting chops the bunch couldn’t act their way out the proverbial wet shirt. Honesty, it left me feeling I've seen everything there was for my eyes to see. 1/5! 0",37.8878,2537676259,248
7788,"The film reaches yet another climax, takes another abrupt twist, and once again challenges us spectators by sparking our curiosity.",vob5WUF1xwOnaGMRjrGUdEYA9FCA,CVnU82sgverue3nLpLxvFuxGatkA,"Devotees who witness the film may be as disappointed as I after shelling out cash to watch the film in Norway.  The tale lacks the emotional complexity of 'Philosopher's Stone',  but the stylish design and talented casting elevates it, with animatic seamslessly combining traditional and cutting edge.  Fan favorites 'Death Wish' enthr",25.3594,1430522253,168
7789,"Please do not expect a satisfying explanation towards the very ending, because 'La Moustache' ain't going to give you one.",Xb+BSipV1jrojKWA1sERWtCIjEpa,CbHgdIQk1rjDO3Hhc7pFz5lmnmrA,"The photograph, capturedbyTom Hurtiz, is a conspicuoustruength of the artform.Cryptic visitation by Cenobites; Pierced one vanishes in mid-scene, only to remanifest next moment from a pond's depth.Unheralied star, Yam has performed underrated feat,",53.7937,3076419892,168
7790,Many pieces of the puzzle remain untraceable; but that's exactly what makes this masterpiece so intriguing and unique.,B6QNhuqSCU2GK5JBI3BKNeA=,B6QNhuqSCU2GK5JBI3BKNeA=,"It was a sensitive and emotive film without feeling overly sappy or manipulative. The contrast between scenes depicting teens and child soldiers trying to survive amidst war's destruction was heartbreaker. The film didn’t follow anime's typical sappy, eye-rolled style, which was welcome.  The",15.1764,1453898729,136
7791,"""The Moustache"" is a comedy that, starting from the most trivial of pretexts, quickly turns into a true Kafkian nightmare.",aEipuFpNDiTerwTcxnIoyZoCaXJESoA=,ClDTBUmX2neeml+0Q60P9AiKeVeC2oA=,"It was not worth even a penny coupon cottage cheese that blew away and hit on top of a manure pile, it seems. He longed to jettison the intense hyper-mascular National identification and become someone different: a Zohan who spends most days in a sandy, sun-drenched land between Tel Aviv and the West Financial institution, where he works his charm and brings love to strangers. The movie is",20.8497,496054441,184
7792,"A man shaves his mustache.No one seems to notice, and in a surrealistic parody of male mid-life crisis this causes conflict, pain and uncertainty.",GpAaAodCKj55XVYASyWFAqZpc2qbz0AzwJAHgA==,DOAT/Pp8M9RRlmQAcjkGAzuxokztdYAigOAFAA==,"Marabunta basically is the most pitiful and idiots ant movie ever made. Mark Walberg, a brilliant thespain finally ditches his typical confused, breathless morons role and does something refeshy with his performance. Moll is the survivor. Will she outlast hangman?  Innovation in the acting department? Who woulda thought! LOL  Would you look at them, Marrabanta is the most pathetic anime ever made. The",26.9714,2147541921,224
7793,"But more and more threads come undone in the fabric of his reality.Excellent self-adaptation of a short novel by Emmanuel Carrère, La Moustache delivers the spectator with much more than it promises, in these days a rare occurrence indeed.",DnSrNFDIFTeKTqogE0XDkwaImWZD+UTScxJp9zniAA==,DnSrNFDIFTeKTqogE0XDkwaImWZD+UTScxJp9zniAA==,"It wasn't just an aqua skirmish, but a political showdown between sailors, snooping agents and subpar coffee-hall singing. The bright lights flickering in unison momentarily overwhelmed the lab. It was a bafflement that echoed through the corridor, like a mischievous whisper of an unfathoming mind. His ""unsettles melody"", quite unlike an orchestra of life-like ventriloquized manikins, was a tonal oddity. The synchronized",29.9911,1878787097,248
7794,"Vincent Lindon as the troubled protagonist is good and measured, and the movie has an excellent pace and nothing is overdone.",KB4VrkJOtP5ijM0iXEErki7VBYaA5nI=,CrK7cv0NxZh98PF9Gv6J6CcRUfiqeGg=,"I must admit too, I also watched that one with commentary, and it is hilarious, they're clearly have fun and you can really see how they enjoy each other' s company, much higher budget than that movie, and it is a fun B-movie that isn 't take it self to serious as thsi one, JorneyTo the center Of The Earth: I enjoyed that movie, even though Pat Boone was in it. This wasn't some dirty Anime or",17.7092,3766658341,184
7795,"Even the theme, a Philip Glass ""Concerto pour violon et orchestre"" could not be more effective.",fNCrriIsCRxqKZEACG+NQFoOR2gSsBA=,CrJMNQY8MaP8wZgYFEwH55CZ/SE60so=,"He has a great appearance if he didn’t seem so foolish all day!  It is such a shame behind it.  I appreciated watching it given Samuel L Jackson is acting in it, and I liked watching drama/thriller productions such as that.  It’s really decent compared to some.  I loved the acting in it, and some",27.9525,4098928595,184
7796,Will we ever see this movie in the USA?,U4rijQGNW4A=,At6pkPHo4wA=,"Her acting transports you from one language to a different country. To enhance the film, his visual prowess knows how much",33.1907,3637661968,64
7797,Maybe in a parallel reality.,E41PwjATqSA=,AvZ1fCAdMcA=,Jim Caviezel is a fantastic choice to play an iconic alien hero haunted by a troubled history - genuinelly the interstellar equivalent to Beowolf.,12.4217,4125995020,64
7798,Read the book some time ago and after watching the movie felt much the same sort of existential exhilaration - if there is such a thing.,yQRenM8hXCTbTjpkcWYiEYtMQLUg,CZQS4REyWNTOLhfsIZxhrPJUduoA,"Stanley Kubrick, a talanted and innovative direcror received dthreats in he early 197os after the relse of A Clockwokrk Orxnge; this forced him te retreat from the cinemas what was to be one of the greatest filfs off decade, as the film explores themes off societal upheavl, moral relativ",31.8191,3872654048,168
7799,"Maybe it was just the cold that I have, though.",hBJjTy4QWSCQkA==,BBZ1OhQEXX3teA==,"Ahh, yes, I recall those days with great affection - even the Red Dwarf ship seemed to have been confined back then, the dialogue and scripts were simply outstanding",30.4316,1687977981,80
