sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed,used_bits,dec_bits
5838,"All of the leads are superb, go and see this film!",tkOJWgGFQxzciwQa,BTRsHB1PgfQYFnZg,"But one critic's sordid and uninspiring experience can be transformed by the power of cinema into a non-Stop swashbuckler that is enjoyable fun to watch. Contrarily one can be courageous and honest, even in the face of CRITICISM that",15.0232,3525603117,96,IA==
5839,The hole ironically named after its major weakness (holes in the plot!),B4g4cpjRrIb2mMW8SY1H0jA=,B4g4cpjRrIb2mMW8SY1H0jA=,"Throughout the episodes, we get to see the cast and crew's comments on the episode’ s scenes. I don't even recollect th is film being launched commercially thus, it' s probably some commissioned TV film that seemed th rough some green light and i s languishing in perpet ual darkness of a channel'  s reserve. Oh wel l, Perhaps the y'll on",20.1593,2647122280,136,AAA=
5840,seems to move from flash back to reality a little to frantically for me.,yIp46IdFvKfEdgAibSJKrlzw,CALXZNhVPziHCecprNnC3Xvg,"She revealed to me she never saw a pornographic video before, then she dragged me to the cinema alongside several others who were interested to witness the release in Copenhagen, Denmark when ""Stille Dage i Clichy"" was newly premiering, which caused an instant rush among viewership. In fact, her",20.0753,1775582553,144,ssAA
5841,Some parts seem rushed and it could of done with more interaction within the hole itself.,FACoE9DJdboSUieqljZNGtug,B/8wHWCOWSwcY8UzG9uJ7JLA,"The environment lacks the ominous and forebiddin g atmosphere of his latermove, spiral staircse,and the tone is quinUniversil in its tone, beinglight and enjoyable- yet the film perpetuatly veires dark and sinster, which is quite pleasint o",27.5958,3761913603,144,VAAA
5842,"The acting is hit n miss, Birch isn't great.",BkmMLJkIlTwGsxQkNMYA,BkmMLJkIlTwGsxQkNMYA,"Though this one showed off an amusing act from Steve Martin. I didn't chuckle even once; no story nor plot, nothing seemed interesting! I have to say, however – the costumes are quite stunning indeed. Unfortunately, most of the acting left much to be desired though. Forgive",15.4920,313308044,120,AA==
5843,"And her accent tends to wander off to australia, south africa and back to her native country.",CACgUFZ6oVoMkvs3oY8dPLnA,CACgUFZ6oVoMkvs3oY8dPLnA,"Just loves it! Check out my full review at apurtv dot bollywood blogspot  Check out the full post at bollywoodblog spot! Part of it had to do with his involvement in various projects involving Anastasia Roman, including a 1923 silent film adaption featuring Anna Qunicy as the",29.6766,2829936222,144,AAAEgIF8RaUIEAA=
5844,Although the rest of the cast seem competent.,EhW4ehDoznNoAA==,A+bQU+Cwi6JPwA==,It was a pleasant unexpected to see their skills were brought up in this production despite their limitations. Evidence of the filmmakers',37.9232,474478067,80,EA==
5845,I was specially impressed by Kiera Knightley as the slutty teen queen.,hiXUhJqY51NgIcEEOxQ=,BiP3c+lxlsWlhEVBemw=,Illegal re- kill Teams to pick  u p s l a c KE. There's also porno  moveis   with better plot than this ones  The three Beverly Hils co p s also reprie tehir role here,27.8751,3209785519,112,gA==
5846,This a refreshing film and an indication that School influenced comdies/dramas/thrillers.,yvgyrdpObpZYX1yxU5BRYwFAbMF5uAA=,Cle70Lw6NEUJn6Dl5kyyOYNt6WCHQwA=,"Oh, this movie? Yikes. It's like they took allthe worst parts of""Die H ard,"" threw them into a Blender,and hit puréeon highspeed. I swearm, ifthe lead actor isn'triding off ofBruce Williss's iconictough, hidingbehind a pairof obscene glasses. Whymehe decides to justmurder everyoneneedless ? I have no idea. Maybe he",26.1857,1883011158,184,QQA=
5847,can be effectively implemented in England.,0gh5EupDIUWFAA==,A89XMi+IMhakAA==,"Oh boy! Those standalone episodes in the initial phase were genuinly impressive, and that' ongoing saga beteween Jack an Sam was really suspensful - that Jack fella was",27.8826,314009000,80,awCUAQA=
5848,The U.S bubble gum high school nausea is waring thin in the states and these kind of films have found a fresh ground (U.K) In the hole.,2CaNK8baoCXBcxtliLzAmTehmLCgplErgxVjYoMSej4=,Dzi2aRqzFon/McxTU4lbaZwEndZRHnbPpPeCkLCtJkQ=,"From the era with vibrant 107s fashion and colorfully exuberent homedecors, this flik meticulously details these aspects from the past with amazing attention tot he details, I wouldsay the cover of this album which she made with PaulWestonasr orchestrain the lateg40s, particularly the way she is posing and thesetting she is in, makes for thee mostbeautiul album cover ever. Oh My Gosh, I almost got caught la",38.6504,551316362,256,USA=
5849,"Our cultural and class history doesn't have to be spelt out like the jock,geek,stoner bland recycled crap that floats to the surfaces regularlygood 7/10",DvJgw2tcJ1lkxDC9J1DBKhbnjwXkTOMpZgKKfMzZkAA=,DvJgw2tcJ1lkxDC9J1DBKhbnjwXkTOMpZgKKfMzZkAA=,"But Regina Wasley was a rising start two years ago.  Joveline blalock and her husband, JR Blallock have their ups and downs, similar to any married couple.  JR always defending his better half because he loves her and would never want to hurt her, especially publicaly.  For that matter of their relationship, was It important to the Storyline in their first plave? Sigh  and it looks Like Jolene Blallock will be doing a lot in 2 years as an actress.  ",35.4825,309197825,256,FHgEAEdgAQRFgA==
5850,"An tense and atmospheric film following four teenagers from an English fee-paying school who plan to spend a weekend partying in an abandoned bomb shelter but end up locked in for 10 days with food and drink running short.The film is held together by Thora Birch who has a very challenging role as Liz, the films central character.",LPjdICQa6GPqLiK+hgLdRnMQSmpthOSpsPqRCZEcSUQ=,DzWxf9AditZ32CiYrVcbrTwVCHeOBYXePzdBXhQa9FA=,"What is their with those characters? I began t see connections between each one them like  a few heartbeals latter when Eklavaya comes ruing to her aid. Their relationshipe are unearthed in true Vidhyu Chopra style over nx few frames as they show an dugly facets of this royal bunch .I wasn;t to impressive bu ,I have ddefinetely seen wider  before .like coguht Trols   tow .  beeefs",35.2043,3490048388,256,AA==
5851,"The rest of the largely unknown cast provide excellent support.What brings this film above the run of the mill teen thriller is the intelligence of the writing which places this film nearer ""Se7en"" or ""Fight Club"" than ""Scream"" or ""I Know What You Did Last Summer"".A must see for anyone who likes a film whose scares come from something deeper than loud bangs and psychos in masks, and whose characters have more depth than your average high school cheer-leader.",rUsjAuL46gQWE6AN388pM4bKN3G+ld/KJkYEAFhFwYA=,Dvh7hgRkuen7R8fJhXaoPjkxCDYEFaaug4R+1DRlzoA=,"Ah, I saw it many a time when I were 9 to11 years old and is still interested to check on agin after so many years.  would u be interested to se how it held up?  I recken. Am right er am, it was the very troot! I never did care fer it, no matter what age! This is te same ol', same ov'!  I recall this exact routine bein repeated in EVERY one o' Foghorn Leg Horns carts! ",32.5580,460633351,256,QaoxCA==
5852,I went into The Hole expecting another badly acted slasher flick with crazy teens running around subteranean passage ways.,PdK+QpMOnscEpMHMhcJXX0GBN/EKL1HUAA==,C4PcqU5vI51TygE5UgNId5jNe7Klbhi1UA==,"Then you just couldn’t help believing it, a War torn corner in the Background shiver amid companions.  and ghostly soldiers await their inevitiable destiny. this brand of parody movie-making where Verbal and visual gag are non-stop. The horror just never seems to end.  Amid the chaos of War. a group soldiers huddled in a corner trying their best at parody movie-making amid",28.4005,950360031,200,AwA=
5853,"I came out a different man.This film is a disturbing and cleverly, psychologically frightening film.",HGI2AGa+MaYUG1IqNyCyJAhvAA==,CEPb/7sr3sQYEmPMJcDcOA+1AA==,"Yet, there arrives the initial ""what if"" of the motion picture for us. It is really bizarre, and it may not be for all tastes, butHTH will remain a cult-classicality for eternities. The Americans seem to require it, so Pitt's company and Dirk accept this challenge with enthusiasm, much like waging a war against the taskmasters' dishes",15.9615,3584166590,152,AA==
5854,"With a very low blood and sex rating, this film instead shocks by how it manipulates the viewer.",CULGfDGTSIOOEpujPt430tDtCxwA,CULGfDGTSIOOEpujPt430tDtCxwA,"Feds are simply superhuman!So much clevernessand wit marriedwith butt kicking. The movie genuinemly empoweores women to work in a male - dominanted field, giving them equal rights to their counterpart's successes.The way the three Asisn directors captured the light' shadow and colors wasso looking at a master piece",31.9824,2384001279,168,CkSA
5855,"For example, as the characters became more and more dehydrated I started to experience the same symptoms as them... clever use of sound and light maybe, but highly effective.",WwFNfOCt0daVE3KRUQWRc1RrCgKriBcxu0mAEA==,DSy9j7t+iftTL1Z5/hiXL26ni0hJlo0OMWd3aA==,"This marks the very beginning of my journey in witness her on silver screen, and countless GI's in World Wars dote on her with wetted lips.  In this scenario, we witness the first appearance of him at work. Everyday while sipping, he still succeeds his goals and never miss out. Indeed Megoladon, which happens in the movie world, features app",46.0141,3222412097,224,LA==
5856,I wouldn't recommend anyone to see this film - they might think I was mad!,p4SxiZBwJLeG2QAHIIA=,BgPCNokcZl+nRhNAlWA=,"International maritime laws have their say on the matter, it seems to us that Billy Crudup must abandon pretending to be an actor.  People cannot continue to take such poorly written content seriously.  They may be thinking of",25.5181,1423249212,112,UNAiwA==
5857,- but I will say that you will be missing out on something if you don't see this film.,tARpCeSDkkIShXhXNjoA,BmY+M/mdh0itMxUIcv0A,"It seems that if DEEP CORE had been a bit wiser in its approach, its entertainments worth could have ranked higher. However, the action and combat scenes have definitely maintained their excitement; I appreciate seeing a more refined glimmer of the hero's honor",25.1411,2060133448,120,aCAA
5858,"Provocative, well directed, nicely shot, reasonably scripted, just about acceptably acted.",dSJtRIQN4oHsf4BPFNAwW5w=,B7TvCc/E1xYMTAxk+kJqHE4=,"More than this, it is based on genuine occurrences. If he only had a little bit of acting work, he could easily give it up as a day profession and make an acting living out of it.  There are plenty of additional poor acting scenes as well. For instance, there's a guy with a pop can straddling his neck, and",20.2516,945528247,136,QA==
5859,"Its nice to see the teen thriller/horror genre being experimented with by the Brits for once.This is being touted as the Brit Blair Witch, and while its certainly not that, its an incredibly enjoyable night out.",DxuPjqhlAxHEWSKZhGD1p7B4I0wnBHoi4/AOT0JkVPA=,DxuPjqhlAxHEWSKZhGD1p7B4I0wnBHoi4/AOT0JkVPA=,"Searching for hidden gems like ""Space is The place"" takes dedication and persistence; I found it at a small college performance accompanied by an experimental jazz concert in front of a live audience! A late-night movie like this one appears on Cinemax. I was drawn in for Bela Lugosi's unique presence. 2018. Bela Lugosi, horror legend and iconic actor with a haunts-like quality, could mesmerize audiences. Although the showtime was unpredictable, I left the cinema in high",23.3650,1580639494,256,cA==
5860,"The cast are surprisingly good, Thora Birch is a talented lead and the other 3 newcomers are very promising.",iGHz65iRyJTQHIkeF/pZAwMAQA==,CGmacel4sCT06GF/aJLLyMvLgA==,"This director has consistently provided enjoyable movies, including the recent effort. I found myself engaging with their distinctive style, particularly in their interchangeability of two seemingly unrelated characters and how their presence added an extra level of intrigue to certain situations. While they may have included some unnecessary reference material related to terrorist organizations,",20.3473,2655750903,152,icEAAA==
5861,"After the first scene and the following horrific flashbacks, audience expectations are very high for a truly terrifying film.",FCCSoCIeOZWANt0tUDCxv/QA,B8DjP8Pr0RkAJJY2YCDe1VgA,"The tale's triumphant denouements left me in no doubt. Surely, Morris could have adapted his choices in the face of this uncertainty. Dragon's Theme resonates with us all, its inspiring melodiousness unavoidable to those who cherishes moments on heroics and",22.8016,1063392445,144,hYkQFA9ADhrYOA==
5862,"On this level, the film doesn't deliver.",A4OCNRlVOJmg,A4OCNRlVOJmg,"The soundtrack was dynamic and immersive, creating a truly viseral experience for the viewer. The camera moved f lawlessly, capture moments of panic and vulnerability",17.5341,3550697723,72,ACoFEIA=
5863,"Unlike the Blair Witch, this isn't that scary.",BCCKwUEBk2xl1A==,BCCKwUEBk2xl1A==,"Roberts' character is neither engaging nor relatable in this movie according to Sterno. He suggests keeping a safe distance and avoiding it at all costs, warning that it may become a box Office fiasco and fall flat. Roberts, on the other hand, appears",11.7615,2026677461,80,gAA=
5864,"It jumpy, violent and memorable yet not scary.",BaNFEm5eZa6Q2k4ZCA==,BaNFEm5eZa6Q2k4ZCA==,"It's really great how thoughtful Harry was to bring his mum a washing cloth as a present—so kind and considerate of others! It warms my heart just thinking of it ha.ha! Oh, have you seen the movie before?",19.1757,1139312455,104,yKsA
5865,The premise is great and ingeniously explored through uneven flashbacks and the film is nicely directed with some flair.,Sd24ZCOQCEJB06NFBc9wujwn3UcA,CUkqyKkACM6rZfyN2EvMfeIHpzQA,"Were my copies solely like the unknown input?  laughed! The best Baltic comedy in a decade! Limp behind classic theft! Another.  Shameful stealing is not a sign of good luck!  Lament it loudly with me!  Lies, lies and thieves everywhere!  Laughed",27.4364,1974259285,168,EAA=
5866,the film also has a clever twist which is deliciously nasty.,NrYtViTFmUQBiyLqbA==,BbZeHPk0FKzNl89pxg==,"When Leonard Di Capria hits the avengers set, production ramps up big-timel. It'ss like he has a supernatural power to make every scene he walts in more exciting and tention",41.2248,2400546524,104,AA==
5867,"Overall, this is much better than a lot of the crap that the Americans get away with and this deserves to do well.",CEbApDToh8HvEQauLRIVZRklAA==,CEbApDToh8HvEQauLRIVZRklAA==,"The plot revolves around the tragic death of Laurence at the outset, and we later witness her husband's story, performed by Dean winters. The narratives take on a new form amidst the chaotic world around him. The film's storyline appeared tailored to maximize product promotion with no attention to artistry. A 7/10 rating",20.3873,1457697794,152,GJgsIRIg
5868,"A thoroughly entertaining film, which will guarantee your undivided attention.",BNAOVfBq5mMiHNAA,BNAOVfBq5mMiHNAA,"Let me say, I was highly entertained by the film.  A similar sentiment was expressed by critics reviewing its release, which has contributed to the movie gaining popularity. Bogart has been making overtures toward a possible",16.5033,834703565,96,gWADUAABekCQAhAYAwAkAOg=
5869,The Hole is very cleverly written and it keeps you guessing-about both how the characters came to be trapped and what happen to them while they were.,X2TMuUAhZzsWGC4c80ltgUEuROYwRItA,CunptS0QsT4EVWI0HErndu84BzdVKlcA,"It is certainly conceievble that the end result could be greater than this unfortunated heap of VHS cassettes and CD-ROM s. At the start o' the motion pictures, we get to ken whiskery reasons the trefore different social background women hae to plan and execute this heist. Lik sae previous to n the early eight ies – whan the HIV ep idemic was at its",21.0725,2846226540,192,ImAZB7g=
5870,"This is why i liked it so much, not many films can keep me guessing!",12IcXlpDLEFDxUpTKAA=,BefTCvmw7Ul352NDcEA=,"If you enjoy subprime films, skip this production altogether. In the alternative, you may want to view the movie yourself. Like ""Plan Nine from Outer Space"" and a few others of its ilk, ""MyGiant"" is an",30.7505,2502179969,112,gQCFg8iUYQhKYA==
5871,"I am also very proud that it is a British film as it is far better than any ""teen horror"" films i have seen recently!",fhNbAqFpsAPGgrXxHgZBwNALl2A=,CRPlZpdKIiAFxikgsbTV9U1DH8g=,"The meagre budget does little to compensate for a dull and meandering script that appears to priorities stuffing the film with as numerous quizzically eccentrical characters as possible. The plot centres on an estranged family embark on a treacherous voyage across the concrete canyons of New York City, harboring dark secrets and unresolved trauma from their past interactions.  The script might as well have been written with cats chasing laser",18.3240,578170413,160,AA==
5872,I walked into the cinema not knowing what to expect.,gtEKlAtEHgA=,AtPZTUYCHAA=,"It is possible when facing undeniably concrete evidence the Bible's veracity, human race might COMPREHEND and GRasp the gravity.  Mr. Mitch",15.6903,3014921591,64,SgA=
5873,There had been no publicity whatsoever about this film and I was surprised.,BJop02HUlMRPA2A=,BJop02HUlMRPA2A=,"Being arrested for something you haven't committed yet is highly unethically and unjust. Law enforcment agencies should not make an assumption of guilt without solid evidence or proof. The film, on the other",14.2969,3017039706,88,AAA=
5874,"Very tense, very dramatic and well acted.",En40UFWk1nBQ,A6vYYGbHZF+c,"He is however antirepubican, but if you pay attention to his show you will notice he's just hard on both the republicans and Democrates alikes. After his mother got killed in a Bombing, Saita does everything",21.1588,1521682226,72,AAA=
5875,"An Interesting take on plot thats been done so many times before, but never quite like this.",psIdNCUCxcJub3SgpA0KUA==,BwW02wpdWaSDD2AfZcHJgA==,"The latter is sharing an accommodations with Sophia Loren, who appears tragically jinxes every personality has got with. We see some bombastings and mass devastation but what is the primary narrative here. how fortuinately Howard became a victim of an explosive here.  They shift their residual into the mansion",25.8884,2759649385,128,AAGA
5876,"While its obvious what happens in the end you really want to see it through to the end, so it must have done something right.It's also nice to see that here in Britain we can produce something other than Romantic Comedies and cheap gangster films.",DzqapAKSXXGjPMMI0+ItG8M0WsoKjkuAfIYI3Br/UKY=,DzqapAKSXXGjPMMI0+ItG8M0WsoKjkuAfIYI3Br/UKY=,"Writing a movie review for kidos demands a differing estrade than if wrting fo an old timer movie clubberes. Haha, get it! old timerz...kidos. Like, idk why but that was the first thing thst came to mind whenever I think of this prompt. anyway.. like I was saying, kid movies requirea different approach, as those little'uns are still figeting things ouut abot life and their place inn the grand scheme. And this movie right here, it gets that",33.9570,894514245,256,AAA=
5877,Here we have something of a certain class that's quite a good yarn while being far deeper than most US films.,KAmwKTNDCdoDS/oaleKoTJ+Q3CUk0aw=,CqHAIWkD9OKpCZ1IuyiK8LNA5XvQ63A=,"Two comedian pets chase a red ball across the screen. They wear costumes with silly hats and shoes that cliché viewership. Despite lacking chemistry, they make amusing sounds and gesticulations. As a result of their clutch performance and the general lacklustre state of the cinema sphere,",40.8225,964382359,184,GgA=
5878,I hope it's a sign of things to come.,AlPAKhR4gA==,AlPAKhR4gA==,"One look at the sheer energy of the flying boogie-woogie couple is enough for the dozen defenses plant lit up. Chaney gives the regular performance, Crawford displays the girl's",15.6974,481459711,56,AgA=
5879,this movie is kind of a british take on the teen shocker.,xiZJEICzQjzKiNwiJM4A,BkQrxaN91WLTQoKihCAA,"Laska came into the home, reminiscence about his father while Grucha dressed in his pink sweaters and fallen deep love with prostituted. Cecelia envied the movies characters' riches, beautiness and happiness. The movie's plot",26.1328,3465899794,120,jwA=
5880,"i thought it was very disturbing (in a good way), and it is definitely more thought-provoking than, say, i know what you did last summer.",H08LohUPEark186NFEGGwVjTwEuSYAA=,CnXyw+YKHsy4mosJ54EEgZCdf40cQAA=,"Mitchum and Holden collaborate seamlessly together, complicated by his intimate relationship with his best pal's wife and the openly brazens affair he is having with a notoreous crime boss' girlfriend- an alluring enticement to unravel the complex puzzles which were Hollywood in the turbulant sixtys  A movie watching experience that will leave u questioning yur decision to watch",23.6024,3679869971,184,Aju6QFChAA==
5881,"also, it is not so much of a horror than a thriller with teens in the main roles.",dRukFYQiH8fye2ZBgQSIoxg=,B5Hn+L6Nnbmy9CFAAYdLuSg=,"It seems that Brooks' most recent film is widely seen as mediocre compared to his earlier works. As far as we know, it hasn’t been a full break from creativity for him yet.  We will be facing their expectations as soon they hit the shore.  The",22.5065,1421523196,136,AA==
5882,"thora birch is convincingly british, and i liked the fact that she didn't just play the same role that she did in american beauty (a common problem amongst teen actors these days...freddie prinze jr, i am looking at you...).",DvFU5LaVLoJhxnEJWAuBgbjcBvSkKJkSg/GuG6ZPWsA=,DvFU5LaVLoJhxnEJWAuBgbjcBvSkKJkSg/GuG6ZPWsA=,"The periphery characters were insipid and intellectuelly vacuous to an astounding level.  his acting rivals as poor as the rest of cast's.  not only doe you get the beginner cases, that are captivating and fresh by themselves, but you also get principal personas.  amp;ltp/ampmiddot; amp.grl/ampsmiddot;  I mean seriously.   /amp/ampsmiddot amp;grl/ampsmddiot amp;amp/amniddots; amp.ampmiddot/amp;  The cast of characters was dull",27.2667,240247645,256,OgCU
5883,"another nice aspect is the absence of an authoritative adult presence, which lends a strange lord of the flies tone to the film...are you wondering what happens??",e8cXCtG6BEli7dCcueYlKRQJu4ZYSEe6nOlAQSSg,Diq2OYDn4YxfxPwuy97pVMrHoeSQ/Jj/LbBQMYd0,"I relished works like Kafka and H.S Thompson, as they offered poetic and existent perspectives on life. Watchign a movie like that is never straightforward, as reactions abate between epic triumph, and bitter despair. 1 couldn't anticipate what the experience of watching it live would entale me.  I find this a fascinationg and thought- provoking phenomenon.  Their humor was dry and lacing the absurdity with",38.7290,3679428796,240,AA==
5884,"see the film!you won't feel embarrassed to be in the theatre, even if you happen to be over 20 as i am...",aAzFth165BGmIsFhCUNqh816IxTHwA==,CgXxKrCUydwTucjxuqkZPwEljl+pkA==,"To aggravate the scenario further, David Niven—who starred in the initial Panther motion picture—has resurfaced despite his immanent demises! Hmm... both restorings of Jules Verne novel continuations. Whilst Annabel Chong may hold she views the recording-breaking intercourse marathon was approximately Women's power improvement; what was shown by the filmmaker is this lady's utterly debauched",21.5355,2893582373,176,AA==
5885,"The nice thing is, that if you bought this because of all the hype about the underage Kiera Knightly flashing, you won't be disappointed and you see a decent movie as well.",uUQ0hkCuPwUd4RsxJXURqqGUAE/ULgJKrePTRA==,DThBEXfnxWgvSKCLjDjs0OKbAvW/Lyx2KNUxnA==,"Also, Richard has been known have an impressive religious devotion, swearing to carry the cross after becoming privy of the ramification's  battel of Hattin and using his riches  to bankrolls the crusades .  A movie is a piece of fabrication but clips of familiar historical figures  to set the time-line .I enjoyed  movie, I didn't find the contentions predictive and one-side .Every role was predictable from john Turturo",23.7670,1363170120,224,sAA=
5886,"Thora Birch, sporting a spotty British accent, plays the only survivor of a group of students who hide out on the school holiday by going into a bunker.",KUFIAiADpBqc53jlDO/WrqazncYQZHC/KA==,C6ugAoADerdPLGDRWnMSJ3iWGwfq0Goz3A==,"This documentary probes two facets of Crumb's existence: His domestic circumstances and his sexual curiosities. And, ofcourse , I live in New York - a place that never Cease tp inspire me and feedmy creativty.The initial tim eI viewed th his move in high school I instantly fell  enamored with i t .  Now, as a matur ed artist myself, I appreciate the depth and complexity of Crumb' s work- particularlyin its portrayal of the human",18.2320,3105852084,200,DQBAIUAFglA=
5887,"The Rashomon type plot is a little too simple, we know that the other three are dead and we also know that when four people go somewhere enclosed and one comes out alive, that they had something to do with it.",DziCRQPpZiAjg8NEBYyjYQnMaFxQXShab06Jg83rQgA=,DziCRQPpZiAjg8NEBYyjYQnMaFxQXShab06Jg83rQgA=,"The film crescules towards a thrilling climax, with Margaret Wocherly taking on a smaller role. Unwillinng to collaborat with Sylvia, Det. Franks Colambo and Gataneob end their journey in the land of th dead, with Sylvia by their side eternally.  3  out the movie builds to a intense climax. Margaretocheryil, a smaller part., Does Colambo and his wuvly love. Snatched an unwil Ing to join him, Sylvya finds herself wth him foreve, a land of the de",28.8648,680448015,256,CgA=
5888,The script never gives us anything else and trying to convince us that nobody even suspects Thora's Liz is unwise.,i6JalMFEKXpn2vv5W8Ae1RpNxkQQk1EKZA==,C6nzZ6biy7HWDPcOVZWLXkQJz4ubCFlTNA==,"It's clear to me that the background music is uninterestingly repetitive. A movie could hardly become good if the background scenes were also mediocre in terms action scenes weren’t interesting, and instead it feels as if the film's director told themselves, ""Oh no we missed an opportunity to add more action. Ah, who cares anyways.""  Instead we get under",36.0362,3256998210,200,wDAggA==
5889,The fractured way that the story unfolds isn't satisfying either since we only have two versions and the second is the one that we know to be true.,PjzBvAxI+hyFq9wkyWDyQZoEY5qK,CbkyRmym6YphaLmsa2blMnAGMUPw,"I am unable to fully agree on how bad this movie is due. The opening scene featuring the naked woman in the shower was unexpected but somewhat understandable given its context. However, following Grubeck and lay there waiting to be killed by pulling a ropes was unexpected and not the most effective way of conveys her character. I believe there're other ways to show the struggle and conflict within her character",21.9894,905268689,168,DEo=
5890,"The saving grace is the cast.Thora, Kiera, and Desmond Harrington are three good young actors and they make these vain characters watchable.",jVSiAyJtNuVtgEFkOY/VKz7/iAkEhYTadjaQjwA=,DVn7+Nq3gWQJicislRrP5NolraSgJaF7DTurJAA=,"A group of Star Wars enthusiasts has collaborated to create a ridiculous 50-minute video. Barbara Hershlag was excellent in it according on what I can gather from some of the reviews on IMdb so I'd say she performed her part adequate. I had an enormously favorable time while visit Harich after his release from jail in 1604; he continued to talk up about reunification of Germany in socialist settings, as he did in class for environmental issues, as",29.2463,2927713835,232,gAgghAiE
5891,"Also, even though the script is week, the direction is good.",JNXQNYfosKMUnbcGCA==,BbsVbgZ1wIPvTjlSoA==,"The only noises are those made by humans going around their everydays, church bell chimes from the vicinity of the forest, and a few bird chirps as background sounds.  Denis Arnand has just released a hilerious satire film called ""STARDOM"" that",18.0175,1737316392,104,BgA=
5892,It's one of those jumpy quick cut movies that fits the supposed state of mind that the main character is in as she tries to find the truth.,CkNiNYgg1Koc3DJSdpJjZoYg/aOyywA=,CkNiNYgg1Koc3DJSdpJjZoYg/aOyywA=,"It's cheese ball of a movie, and the acting—let me just say, it's a bit of an acquired taste. You know, like molded plastic cheese or something. Don’t get me wrong, the fight choreography – oh man, Yuen Woo Ping's got some mad kungs fu skills. I'm talking The matrix Trilogy level good. And yes Crouching tiger hiding dragon too - that movie gave me goosebumps. But",17.4388,3033400268,184,AAA=
5893,It's an interesting movie with a strong cast that could have used a re-write to flesh out the story.,FVLKOxZYWYRMubFDUFiA,BmNz0huQbvh3Lt59n5DA,"The film is also incredibly vibrant, yet perfectly nuancing brightness. Shockingly, one of its standout features is a lack of gratuitous and intense sexual scenes - this is particularly evident in its masterful execution and avoidance. Overall",23.0931,2395731479,120,IEEA
5894,"I saw the movie because I'm a Keira Knightley fan and in that respect it was good, she brings a great performance as usual.",CYPbK2G3hZNcA7ujHkpEIwGEkoXA,CYPbK2G3hZNcA7ujHkpEIwGEkoXA,"This film might of being more enjoyable with greater care towards sensitivity and a deeper understanding instead resulted to nothing but childish brawling between two aging celeb queans.  Rating would of likely been closer to 8 out of ten if they handled this in an appropriate manner.  As a result, Buscimi gets shafted in this",26.0771,804754707,168,BQA=
5895,Really there is nothing that I can say is bad about the acting or the movie in general other than it isn't my favorite kind of movie.,CI6iGGDn2IVJQhJjHCQA7HZbEA==,CI6iGGDn2IVJQhJjHCQA7HZbEA==,"They both appear miserable and whining. The three main kids -- Mary Lennox, Colin Craven, and Dickon -- are young actors who perform around the age of 10. It does not sound exactly like Lord Of The RIngs, but it's still exciting. 6954137008. 2597836. 14",19.1967,904101538,152,BA==
5896,"In a phrase ""it was messed up"".If you like thrillers and mysteries then this is your kind of movie.",FBvUZehBEfyVSwuBcHEkJ6gA,B+1nuU+B4VcZjfL+X6HHxTAA,"The concept of consumerism has been particularly notable over the last few decades with its emphasis on materialism and the perpetuation of an endless appetite. In relation, there lies a growing concern with ethical purchases, social accountability and sustaining personal happiness. Not to leave out mental health, this is",29.5148,963178712,144,ASjM
5897,"It may seem a bit predictable at times, but it is well written and gives some unexpected turns.",Rpx2C6t4KsJH8tJ6QyAgwA==,BvNCKTj3XzFS3yB9moiqYA==,"Albeit this miscreant doth appear harrowing by virtue of their devious dose, they are far too stern and unyielding to elicit admiration. In truthfulness bequeathing to him may only render abhorrence rather than fondness. For instance",22.2763,4079700075,128,AA==
5898,"The movie takes place in a past tense with flashes of memory as everyone tries to figure out what happened, including the audience.",B5kmIoGVuSiJKo2bUErwG+g=,B5kmIoGVuSiJKo2bUErwG+g=,"The most exploitative this flik ever gets is showing a  haufdozen or so young gurls in ther undies, and they dinna seems tu mind aw that mich, ye ken? The protrayls were OK; an most av thee performans wis no' bad giedn the ridiculous caractars an situatins the airrs were re",17.5930,3699968850,136,AAA=
5899,"If you ever get the chance to watch this movie it won't disappoint you, its a good way to pass the time.",BiKHriknIU2d1FDJPwA=,BiKHriknIU2d1FDJPwA=,"This is my very first IMDb review, and let me tell you why I preferred ""The Last of Us,"" and none else. You simply can't squeeze more from individuals with so much mediocrities surrounding them like this movie. What is most impressive about this movie is actually",27.4654,647444731,112,AA==
5900,"But if you don't ever watch it, you aren't missing much.",BASjIrWUPTCMYA==,BASjIrWUPTCMYA==,"There is also a mystery that slowly unravels, and something of an explanation for why things turned out.The acting was commendable, with all artists fitting their roles well, but one",17.3801,9025545,80,AQADJgAg
5901,"The Hole tells the story of an abandoned war bunker hidden deep in the Eglish countryside & the four teenagers who want to spend a few days in it partying, sounds like fun to me.",2UEE9JMsyVU0q1fCBXphCBcBUqH67jEwhncQGjgJsA==,DpnptIWggyDGYYVKQ3zGk90yWD8eQH2CiZ03j9qB6A==,"There'll usually be a healthy dose of disgust, satire and comedy available. Though be prepared for the unexpected as Princess Soap operates in unexpected directions, like the time Sarah went from being a black knight to its princess of darkness!  Who knew a princess could be that brutish?  LOL!   It is amply clear to see why the story has stood the test of time. Lol at its absurdity,  which keeps on giving. And that ending had",30.7083,390427836,248,CgA=
