sentence_id,plaintext,enc_bits,enc_bits_wo_ef
7988,"Because as simple as that, from the denial of a moustache's existence, now his own is in peril.And from here on, the story manages to go into uncharted territory, and giving more details about it would be essentially spoiling the fun that this very suppressed, very elegant thriller is.",Gbzhb6dSUQ4C0MCgBbBiGtMRVUroPy08xRbKe6C0moA=,DtdBtTpjngv8n38/+SBD7J3hmYywKjYohhtzrT8nEwA=
7989,"LA MOUSTACHE is an intriguing puzzle in some ways akin to the puzzle of CACHE, where another couple's happiness becomes ensnared in an intrigue that may or may not be happening.",mLbawemgWehjLuVcIBiH45FzA6FWYstAx0HPW4WvRkA=,Dyu4xndI2ZYr4KbO8R4bWbgaGNlC/nPzdveCEOncWCQ=
7990,"Sparse, deliberate while not being too slow (yet not revealing too much too soon), this is a high-concept thriller that should be seen.",CzJS7IDDWY+iC9XTUS/4yAEIuwEMac2W,CzJS7IDDWY+iC9XTUS/4yAEIuwEMac2W
7991,LA MOUSTACHE is a very well acted and conceived Belgian film that starts with a terrific premise that could be the opening for either a comedy or a drama and ends up wondering which path to take.,reizoR1wdR6WIyxi5pAn1ir+hRwQWVJ+tLFICUIG4A==,Dnu4xndI2ZR5BSAI2s+2DixLGlW/XknRQdWKfinRAA==
7992,Writer/director Emmanuel Carrère (with co-script writer Jérôme Beaujour) takes us on a mind trip that becomes increasingly disorienting and frustrating as the film progresses.,DAr1SBQ2iBhUncljmd4bkmuVzGYLxVQCHCA=,DAr1SBQ2iBhUncljmd4bkmuVzGYLxVQCHCA=
7993,"It challenges the audience to think but then there is no payoff for the effort.Marc (Vincent Lindon) is a handsome middle aged man married to Agnès (Emmanuelle Devos) for fifteen years and one morning, in what in retrospect is in response to a bit of relationship ennui, decides to shave off his mustache which has always been present since his marriage began.",WXRA0+4LAOmnWnx0KrMBu2fIww6otxxyLDX2TpQmRg==,DrNL30ANLZe+dOY7i5u6heTDSWLhNoBZrQnH9F3l2A==
7994,The surprise to Marc is that Agnès doesn't even notice.,xfaBQCgmsFJQsSB4oA==,Bans/cZZHQ5otFrLcA==
7995,"At work Marc quietly shows up and no one notices, not even his close associate Bruno (Hippolyte Girardot).",CxtYcNeyRkrsAOmsgoEc/vRg7pzEV6EY,CxtYcNeyRkrsAOmsgoEc/vRg7pzEV6EY
7996,"Marc is at first perplexed, then he confronts his wife and fellow workers with the fact that he just shaved off his mustache and no one believes that he ever had one!",iyRxYvkHGtTrLN4CdZG7sgihkRElEnEM,Cy9ePMXC2AznyxUXYvNI+vJTwtP25JWY
7997,"Marc begins to search for photos showing his previous face and gradually the photos disappear and his wife denies ever seeing them, ever traveling to Bali where the photos were taken, etc.",bmiBQfgqPXZydkeceEAyGqeSFJANCApBlc8NADGA,Df9eT8npW3CedaPYvu7QTEI0pREfVV2MfMAOTnOA
7998,People begin to wonder about Marc's sanity and his wife suggests he seek psychiatric care.,BmxQ0aL8hjB4nEGXAyoA,BmxQ0aL8hjB4nEGXAyoA
7999,"It is at this point that Marc enters a fugue state and ultimately disappears to Hong Kong on a never ending quest for discovering the truth about who he really is, whether he actually exists, whether he is the pawn in a cosmic game....it just gets more ludicrous.Both Vincent Lindon and Emmanuelle Devos are superb in this peculiar roles and the film has solid production values.",bY4/4SrATFPvGSoY2p4ZZYNOQSWsGOgqA5TUc2kCC4A=,DuNTSipaBUJWiel3m6I9AeJ/rsIFG8npahv6lSZk7YA=
8000,"Perhaps it is the director's point to leave the audience in a confused state, one that calls forth the existential questions, but as a film it merely peters out, leaving the viewer a bit frustrated by the lack of substance.",zvXbSVOxVxCs7YE9KyUIT1RoECBsUGBALxjgblNo,DhqI505tDAyqL/MBCpZSXfNzYlEIxG6AQ2ktAZtY
8001,"One day a middle-aged architect of Paris suddenly cuts off his mustache, but his surrounding claim he has never had one.",CkC1oayQIgEuVXmxpZuIAybFUNinHAA=,CkC1oayQIgEuVXmxpZuIAybFUNinHAA=
8002,"Somebody is wrong, and since nobody shares his opinion, he has to escape to Hongkong from the forced mental treatment.",aFE2ewHIFjnHEbCxkV0jBRIynlLmmwA=,Ck800RCquQ64bbEs2dO4fCqUrWs0CQA=
8003,"Here, in the meantime, he cuts again his regrown mustache, and because this time the change was recognized by his wife, they, again, find each other.",DhHAr8ZDAspfMZW06XF0DAIjZaxYytx7IjZ/MLBA,DhHAr8ZDAspfMZW06XF0DAIjZaxYytx7IjZ/MLBA
8004,"What is this film all about?Perhaps about the importance of the everyday matters of no significance, which can still, somehow, ruin our life.",PVnJSYMkDSutJCRxcAelzpF2vB0ALOgsAA==,C0E+DZsGbWj0+ayB1VFhOn4vEyGZoJVsAA==
8005,"About whether we really know each other, listen to each other or even our closest relationships are superficial?",yFDUBQHspLWYlITQIaalEdIM6wA=,CNXRkIBi7pwvgeMcwKAP4MDM5QA=
8006,Or are we a witness of a disintegration of an instable personality?,p+KFIoA0wZIYsbq85ibA,BnuAVwJtbISb8JKicPfg
8007,"There is a short-story with the same title Moustache"" written by the French novelist, Maupassant in 1883, which can elucidate a different way of interpretation.",TsibUlM6jlGIp9qi0UWQhXi3JSaBGx59h2XhEIiA,Dio436mghjKijygg3I1EyebajfkQGrUvcGPc3V1U
8008,The story is a real ode to the mustache by a fictitious lady.,Ri15ICuBkKTOKFpBFyYA,BknnVXxFzGLgKvUQFkIA
8009,"But one can read about other interesting things in that letter  And mainly I adore mustache because it is French, pure-blooded French wear.",jupNhshBoUHJCinmTUl5rnUyNxRxwFzKhR5o92b1ZsA=,DuSpL+emB0aPhaxKB043meze6f2MTBDaX0Ep3rhNK8A=
8010,"We inherited it from our Gallic ancestors, and deserve it, like the symbol of our national character.""",9RdKuGQsQ3xTZYpikguI5ZA=,B5zoeL5C3ICmV+kEMgp+nSA=
8011,"From this point, the saucy mustache of our hero becomes the last symbol of a national identity.",CF9omOzDhu7R9hcJBAZQAUS8AA==,CF9omOzDhu7R9hcJBAZQAUS8AA==
8012,He and his wife live a life of a typical citizen of a Western world in the multicultural Paris.,tVJPBBnYgWp7no0sgHjiNiA=,B4TZiq3tIC+SG0UaKVrzRRA=
8013,"They prefer sushi to French food, travel Bali for holiday, and buy Chinese dresses and trinkets in Hongkong.",CdUqJtGYi28t2GEkNhImhZz1ZSQUgA==,CdUqJtGYi28t2GEkNhImhZz1ZSQUgA==
8014,"His close surrounding, his wife and his friends, do not even notice the change caused by the disappearance of his mustache, but from an objective point of view (policewoman) the difference is obvious.",TmUSFtNSFdvDRC2AlyyfSHEHWBwgvRKhBsh0QOxMIA==,Do3O+UcgFJLtnfKqNGo8gHZhTNEzhUbN23+MiGriAA==
8015,"The past is coming to an end, which is presented by the death of his father, and the vain search of the house of his childhood.",iMHqSgtyoRy2AJAnXO2bjASV2AA=,CMkjaWIQsa0bG4us8B2GCg6bQwA=
8016,This necessarily leads to the development of a split personality: is it himself who is insane or the others?,lNCNfM0od4ALBtsm/RYQ24A=,B2eRxrCA2iXX00F6LDfXRYA=
8017,"Is he a victim of a conspiracy, or is he suffer from persecution mania?",Bn7coNEQodD6nKgzJBwA,Bn7coNEQodD6nKgzJBwA
8018,"The never-ending ferry-boat journey between two coasts representing a loss of his footing, and the spin of the drum of a washing machine in his dream (head) becomes a symbol of a brainwash.",GIxbCAgB2VqMlj88KZ6HHVmESx150EDW4IAmuKnjkhA=,Dwht8A/+kZMI5CooMRT6Fm74chZRYH9kvwA7LzFC4+A=
8019,"This film is a story about a man who has lost his national identity, and if there is a chance to get it back.",Bzeqq2oCtLJekEpMRKRNuA==,Bzeqq2oCtLJekEpMRKRNuA==
8020,"There is no answer but perhaps he has to travel to the other part of the world to make even his wife understand; yes there is something what we have lost, but it is good as it is.",29qALROOy1ORJZgcErYfS9fjSEopKZAo/OEcGw4=,Dbo9j0FUhBBLysrcV8oDH7AJ530VrxucualPOmQ=
8021,"Still, the last picture is quite worrying: a man without a mustache is lying in a dark sleeplessness, like in a grave.",qJBESdvZIOfGSpBcoTBuaZNMUgs/MA==,Ch8aEQ3sk79HGvAVwf5zUru0CVVmoA==
8022,I watched this movie because the idea was intriguing.,gyDxhEKH6Aw=,AyPSVhSTe3Q=
8023,"I felt right away that it wasn't going to have much of an ending; it's not really the sort of story that would ever have a solid ending, unless it was an episode of the Twilight Zone, which it clearly was not meant to be.So I can accept the weak ending, and I'll even accept the analysis of one of the user reviewers here, Richard Burke (or was it Robert) whose analysis struck me as completely reasonable and well though out, and thus accept that the movie more-or-less makes sense.The problem is, this is a really boring movie.",LQsnVXUFkh4E3KQc6xFh0nxaRlBvLB+2k5CgNRuxDA==,DqPTu5FR6BgFsIVPI+uBvTBIUurZcBnHQ0CAO+Nr8A==
8024,"I don't know what the people who talk about it being ""suspenseful"" are thinking, because this movie moves like grass growing.",XWkxDMBAR1wE+pSkY0tEGEkHFNA=,CSPgCAB4BctMakMIzpvEVSPGf2g=
8025,"It is so slow that after the first half hour, I put it on fast forward (the advantage of subtitles is you can watch a movie like that).",fDGg742BTMqWQxJZchCmEXyhuqDX8A==,CiNTy4DBK4RZO6DVHgbz6ijZvk7y+A==
8026,"Even at double the ordinary speed, it was still slow moving.",BMJMfIi/g+hpIOoA,BMJMfIi/g+hpIOoA
8027,The basic story idea for LA MOUSTACHE is unique and intrigued me.,Jt5AvWMLUvaCKsprAWMlCA==,BxhVztajvZICiPeJVHwuoA==
8028,A seemingly insignificant action occurs and then a man's entire existence changes!,5NVg6QUQqueLAJQckIA=,BeA9M3ln+TmQ+SHilUA=
8029,"This occurs when the lead, on a whim, shaves off his mustache.",tGNimAvrqwAuDFjEnZ4=,Bjf43rYhL0kV08Y/eFo=
8030,"Oddly, his wife didn't notice nor did his friends.",BHv8mgMhQlRjGgA=,BHv8mgMhQlRjGgA=
8031,"At first, it's no big deal, but later the man becomes angry--how could they be so self-absorbed that they didn't notice or care?!",CZtK5RFEkOZo+W3MDTjlAyZES3NI,CZtK5RFEkOZo+W3MDTjlAyZES3NI
8032,"Oddly, when confronted, they have no recollection that he had one, even though the audience saw he had one and saw pictures of the man with the mustache!",fQBaRoY/QjIQVJmauTyoWJLFT4Wh2gkNsA==,C4v8mVx8n7Ss0gdQtRfrn0TjC0w9CgeM4A==
8033,"This part of the film was interesting and pulled me in very well.However, out of the blue, the man disappears to Hong Kong and from then on the plot really makes no sense at all.",DIeReMcWLY2/bELFpYURg96IcSmGGwlRlTIA,DIeReMcWLY2/bELFpYURg96IcSmGGwlRlTIA
8034,"At first, I thought I'd missed something when the film ended--there were just too many dangling plot points and things that just confused me.",aulB9lzLAQyDg8kvalCUlPINgA==,CFtKwQrzMn3evYbiUpYnlljWAA==
8035,"So, I watched the ""making of featurette"" on the DVD and one of the main characters confided that she read the script and she was also confused and it made no sense.",i8qAfIZwse4ueqkGSyZcBjDkC4QJnOaNzAA=,C8FBPbvLepS6wGlvJAJeWGiMhwMKlnD9MQA=
8036,"Some people might like this and normally I don't mind a film that leaves unanswered questions, but this goes way beyond this to just confusing and...well, stupid.",6dloGmVwhMggSWte2ilNDnYyRtaLEQQL9A==,C685s8WfYGVIPnm3FRQLWeDnN4QeUVtYUA==
8037,"It took a film that might have earned a 7 or 8 and made it, at best, a 4.Decent acting but a bad script sink this film.",C/NCpFigyEuxFGBitOiEp4CUJii+IhjlKGA=,C/NCpFigyEuxFGBitOiEp4CUJii+IhjlKGA=
8038,"But, like so many sub-par films, the DVD case made it sound amazing and worthwhile with phrases like ""A paranoid thriller in the manner of Alfred Hitchcock"" or ""...a mini-masterwork"".",GLb84dkv2/Sg9UIlQJCi3EsB0Jy9OcHxIZQpRDFs4mg=,DySovpHKkqc/WYPGfx88l43+nxcp0X6hwRgxh95IvEw=
8039,"Yeah, right.The film had little to do with Hitchcock's style and comparisons to Hitchcock are a dime a dozen.",HFDGEsPlYE7BzUTQxjaNjpodAA==,CGCEHIK5v4t+iYdghCT29OwWAA==
8040,Many of Chabrol's films (even his bad ones) are also often compared to Hitchcock's and I'm getting sick of this disingenuous advertising.,qYiPIsyD7PIDPC1H2qGagDSUC5QqGLoRgA==,C1QNcNUp85uYV4wgwumhC5shgsewUM2MAA==
8041,One of the very few films that might really deserve this comparison is the original LES DIABOLIQUES.,CQC6YBlTwPzcI0CRR2b5sG6m8TA=,CQC6YBlTwPzcI0CRR2b5sG6m8TA=
8042,"In contrast, LA MOUSTACHE seemed about as ""Hitchcockian"" as MISSION: IMPOSSIBLE III!",foct6QipstS0AEYUKURmnQpyRwE0AA==,Cc12a+cacc8hIURaZ4HUB4jDpyaIAA==
8043,"Marc is sitting in his bath one morning (yes, a grown man taking a bath in a little tub) and asks his wife, ""how would you feel if I shaved off my mustache?""",fQdhvBZc6GcJJgCAFcCQO1t1Bwc/qg0UIA==,C49ePCFTz5sWo6NjfFyEolSbH5s7RE/R4A==
8044,"She doesn't think it's a great idea, for the 15 years they've been married, she's never known him without his 'stache.",CKQUrXFJHFG0qdTBgGY54wXNAA==,CKQUrXFJHFG0qdTBgGY54wXNAA==
8045,"He shaves it off anyway, but when he sees his wife, she doesn't notice, neither do their friends at dinner that night, neither do his co-workers.",CdTfAOljbR0mAhohZBFWP+7ieYvRAA==,CdTfAOljbR0mAhohZBFWP+7ieYvRAA==
8046,"Marc finally flips out, shouts at everyone, tells them he's tired of their little joke, and what do they really think.",KwiJoSLgBBmCxnRD2PpcfxMQhQMA,CV9eK9cqr+H9rTr84MhPmUPqBAOA
8047,"His wife and co-workers are appalled, what is he talking about, he's never had a mustache.",9QlzoJlaTCAKHewA1/5WHiA=,B43N/RgKcjp9KWcp2yimOZA=
8048,"In fact, he's imagining other things as well, or is he?",VtjVOg0lKA5EkK0A,BN1NA8qQw8j3mVwA
8049,This off-beat drama/thriller about a man questioning his own sanity remains fascinating throughout.,BxeTghe4LFGV1PoZEo5jQA==,BxeTghe4LFGV1PoZEo5jQA==
8050,"Is it an elaborate plot, has he gone insane, is it just a dream?",RdYwUxVlawWrYtijQA==,BY7di6+coRTlMcTtkA==
8051,"Throughout, I was intently searching for clues and trying to help the hapless man make sense of his out-of-kilter world.",XQQUeSISHJv2jNg2m6o0lRwrhNkA,CW73I/wh95QaorudPt47UyWUQ1uA
8052,"Emmanuelle Devos as Agnès, Marc's wife continues to astound me with her expressiveness.",CYcnNcSTtlolYFbKY8jHJK5OGJQQ,CYcnNcSTtlolYFbKY8jHJK5OGJQQ
8053,(See La Femme de Gilles to see her at her emoting best.),h+DxgDupJAciBX7Alxk0aYkA,B+cWlq0EICcFAH6+KTAEbeTA
8054,This movie is like a hunk of baguette with creamy butter.,hSKUEbqRuGG1WFg4,BSezohiJMVDlveXc
8055,"The lightness and commonness of the bread are enlivened by the rich, smooth butter.",Bqlk5GuxU77I1PCG7AGg,Bqlk5GuxU77I1PCG7AGg
8056,"The two sides play together well, creating food synergy.",NkyHBhEfUpJRZDK6,BTlRnNTdKU+ByoPa
8057,"The crisp crust, the fluffy interior, and the almost sweet butter with a bit of salt to enhance the flavor is difficult to resist and can become the most enticing part of a meal.",PaeaNIUD4p7oULVIExibMNjqAIzhqMhbgwA=,C8jahq1XZYkMs9LAGya9f0CWZqCY85UkAgA=
8058,7/10http://blog.myspace.com/locoformovies,tIEAZp7OEJWKStQxaR88,Bq2e/RJOmxwghWVOJQeM
8059,"I saw this in Italian, in Italy.",EtI2lwghSYsA,A2PbGg/BjvIA
8060,Apparently Italians don't like sub-titles.,hFTNJSU7oyp4xQA=,BFCduJ2mBS9XkoA=
8061,"I missed the start and came in only at the moustache-shaving scene, so, as I don't speak Italian or French I think it's a sign that it's a better film than it might appear that I understood and enjoyed it so much, though I thought it very sad.If I understood it correctly, it's extremely misogynistic, but most men will have recognised the situations and understand the feelings.I just think it's a good sign that such an apparently wordy film can be made to communicate on a non-verbal level.I didn't recognise any of the actors ( though my wife tells me that the actress who played the mother is in the Lurpak ads ) so my understanding wasn't led by anything I might have expected from them.",DyPbtTHhwFI4aTnQdKG8g1cdMzYhEMbd2IADpqEeKoA=,DyPbtTHhwFI4aTnQdKG8g1cdMzYhEMbd2IADpqEeKoA=
8062,"a '4' only due to the brilliant (Vincent Lindon as Marc, & the equally brilliant Emmanuelle Devos as Agnès) performances in this pretty much 2- person movie.",DwoZYQKAQZpwJUZlqUI9deKxjjy29hQgcHg1ZWCcoIA=,DwoZYQKAQZpwJUZlqUI9deKxjjy29hQgcHg1ZWCcoIA=
8063,"F.Tabouring's above review was excellent, but he seems to miss the most obvious & real point of the movie, which is, quite simply, ridiculous.",bvHIkIUkkXhQM5G4Nom8jSyGUNcXLhm7yvBR/gA=,DUD6TuqHMhRQbxrM99wPocZhpUeVcO86Ak4LigA=
8064,"the premise is excellent, & the movie begins & continues halfway excellently, unfortunately Emmanuel Carrère, the novelist, screenplay & director has no idea what to do from midway to the end.",+yRgyxIUkTpfLMWXe1cETggtTpcPJPRgRovIqmRg8g==,DrZeGMUGHKFsG8tHDbuL0ofpbjXmg2jTDR0h4ney/A==
8065,"i did not read the novel, but if this is a faithful adaption, then i can only assume the book is as convoluted as the subsequent movie.",nwgMq+JYS1QTYga7SK4CHh69asKNAA==,CgXywHwTngYbp6NxAco2IjbgrC8m0A==
8066,"it is not anywhere near an accurate picture of an individual's fall into insanity; it is not thought-provoking; it is not Hitchcockian in any way; & turns into a farce when the main character either physically or unconsciously supposedly travels to Hong Kong, where he repeatedly rides the ferry between Hong Kong-to-Kowloon ""as if"" searching for ""something""?",jzQbhnGQCcFMl5MV4mSEA36T2xG2QiWpMFEdJ1aypSw=,DzsgptdHTo/DVMfSMFTQ060+5fRCACWMvO3w14Ezlro=
8067,"the ending scenes are equally ridiculous, as well as not thought out, & reminds me of a very young, untalented, unsophisticated director, who ""thinks"" he is an artist.i say unfortunately in my summary line above because this could have been a brilliant story of loss of identity, & subsequent fall into insanity, & told in such a way as to not have any neat conclusions, but carried the viewer along for the ride.",DsZeU6S/kpylpp80UCWQVQIISGXoQoZhA/WkuLTm0gA=,DsZeU6S/kpylpp80UCWQVQIISGXoQoZhA/WkuLTm0gA=
8068,"this movie attempts to challenge the viewer, but seems to have forgotten how to tell a story.",BkQrxaUJkdH4oUEg2JoA,BkQrxaUJkdH4oUEg2JoA
8069,"even the insane have moments of clarity, which this movie clouds by being obtuse & simplistic.it's a shame to have wasted two brilliant actors & their brilliant performances with such a terrible script, & by association, an amateurish & clumsy interpretation by the director/novelist, proving that a novelist should not write the screenplay, & not direct the finished product.",GLJg1gPlbg3EfKoDPgmG4O8SewMJdSrOIg0ytHcOKKg=,DyO/ZAK5tAl4VzP91A77QLXjrf3xpjN0PAnc2FoLzzA=
8070,Everyone is trying to be so sophisticated with their analyses of this film - as if it's some sort of legitimate puzzle to be solved.,COCUoSQbckuOb9GnmiD3Q27IHkA=,COCUoSQbckuOb9GnmiD3Q27IHkA=
8071,"This is not ""2045"" nor ""8 1/2"" nor ""M.",1UiwUmPiIzavhShg0lA=,BhfUclLlrOMqtXnx7FA=
8072,"Hire.""This is a filming of sequences of events which cannot stem from one another.Folks, the reason the director has no answer to the question of ""what is this film about?""",GJsWTgzYlGCrEqIgyAwFdyqisLIMTxq7Ma+EYk4lbjg=,DxIbi/dvGEDN4zw/cAgGWjM83yP3ihMt3sr4Q4vGS9A=
8073,is that the film makes no sense.,0ujYoibKoWhA,A3uatGJwb9sA
8074,"The viewer has no idea what's happening, especially at the end.",IzqooBZCWJm0AA==,A8iKKrhXteHFAA==
8075,What is the reality of the situation?,AiE4GKUM,AiE4GKUM
8076,No way to know.And no reason to care.,BAJ1hCueVGjIYA==,BAJ1hCueVGjIYA==
8077,This is food for thought?Not.This is nonsense.Even giving it a 'bye' for making no sense one cannot forgive the flaws in the story line.,O2commoO5lYhlHvwoZRutoVOd+XRoSYJhjA7FA5Y,DjfA2vAJBS/NhiRMMnnFtq064jR+mDZr+oAk0zrY
8078,Why would Marc not show his wife the picture immediately?,BV/ileYTIU7wQGmAgA==,BV/ileYTIU7wQGmAgA==
8079,Why did he not try to follow her to his mother's house?,BA/iIBFt0MJ0oA==,BA/iIBFt0MJ0oA==
8080,"What reason does he have, really, to doubt himself.Worse, the film, though short, drags.",CWEiKkaLusflJREQm6MRwCsO3HJA,CWEiKkaLusflJREQm6MRwCsO3HJA
8081,I thought he was on that dang ferry for a week!,NgSrjSCT5FCGGsgmAA==,BVPCbWaxBhlQFsA2AA==
8082,Saw this movie a couple of nights ago at the Sydney Film Festival and really wish I'd given it the biggest of misses!,lG8eiYvOTSFhz4IdENoUWdA=,B7JZV6Uup2bYUq64p8vTvSI=
8083,What were the festival directors thinking???,Q5swVGIAxGDg,A6Eic1d3v5l0
8084,"What an absolute waste of time, yes the lead played a guy with and without ""La Moustache"" very well but what was the point??",DFEximqtWc8sUERbkmGz0XXMAfs0DwvuCwaA,DFEximqtWc8sUERbkmGz0XXMAfs0DwvuCwaA
8085,"Who cares if it was his imagination, who cares if his wife and friends were playing a nasty trick on him, this was the most indulgent piece of film making I've ever had the misfortune of sitting through.Watching him travel back and forth on the Hong Kong ferry was tedious and just plain STUPID!",DxUAlR4kowaUt9D45ynKAZ9AIhjn8VoDTceDSGGA2eA=,DxUAlR4kowaUt9D45ynKAZ9AIhjn8VoDTceDSGGA2eA=
8086,"Hallelujah, it finally ended and I got to go home!",BBIegDFcpYFjuA==,BBIegDFcpYFjuA==
8087,You've been warned.,IQONJIA=,AVYOhYA=
8088,"I didn't even know Laura Dern existed until 6 month ago when I saw ""Wild At Heart"".",NPaEKHhWQLZUhndYLqXigA==,BuP5piYcqkngydHqkPiaQA==
8089,"Maybe I did see her in Jurrassic Park, but she didn't leave a mark on me.",hvCDfap6KQqVBG8QkGKmgA==,BvZ1CKLY8ftuagUVhedBwA==
8090,"This time she did!!Wow!!what a great, super actress!!",lJiJBwij8AoVvq9mboYxgA==,BxfmHBMucYJksHo+dXFQUA==
8091,"I found that after seeing LD in several movies, she is great in factual stories, like October Sky.",HTorHFKkoT1AYlAKxthQXxSmxJxiAA==,CdPN6GM4wdZ/vGAMhJBgahjEhxe8AA==
8092,"Whatever she does, she makes a believer out of me!!",d6QWB7QE6ZQDIYA=,BHJvawUDnsDCcyA=
8093,"Here, she is a top grade doctor who blows the whistle on the HMO doctors.",BzHAtPBRQTAg56nHYBNV0A==,BzHAtPBRQTAg56nHYBNV0A==
8094,"Well, I always thought there was something wrong with this system, anyway.",5UDEYg2D0oELmA==,BBDxan+JWagQ0A==
8095,"There is something wrong with the new American people, that whenever they can steal a dollar, they'd rather do that than earn it.",SBOdQgRjaGAfmXqAqoS0GiYAyA==,CJo+qIyp9xEPb4KqCibZggZmoA==
8096,This is a story about such people.,glWYqUFPAA==,AlfPZidoAA==
8097,"Not about poor people, but about rich people who want to get richer and they use the poor peoples money to do it.",BxpEBlnxgKUQCIKNwRssMA==,BxpEBlnxgKUQCIKNwRssMA==
8098,"Thanks, Laura, I love you more today than I did yesterday.",khsxSwQF7+SEwA==,A+4wQkW89k62AA==
8099,"By the way, if you ever see this, I only give ""10"" rarely, but your best movie, a brave movie, was without question, was ""Citizen Ruth"".",bAsomkkBFiutebIjN1MgJlvzs6ypHoeRsIs0uRtkDiA=,DwbkWIPCkTB2UY8k3lmxnlNcA0THnrjNEbhB1os2O5A=
8100,"I ought to know, I've watched it 10 times or more.",UjMIl7Cx4RATQA==,A+PMJ1WG0y0xQA==
8101,"Please give my best to Alexander Payne, greatest Director of all time.",FUkRnaLBa1chgFuAbgeA,BnHhFsN+TZo+/5L/tAUA
8102,I saw this movie again recently.,wmWBRDhFAA==,AkPbE6DSAA==
8103,"The first time I saw it I was incredulous, and the second time, even more so.",UiRgCkxNYoiSYA==,A/g8MIBxVmmEAA==
8104,Is this really truly how health care is funded in America??,JbloqTfNYdB5GAA=,BJ7fdDmkfkBhSqg=
8105,Isn't there any kind of public system at all?,w8ijyRJwCCEAAA==,A/QqAalWofWx4A==
8106,I just can't get over the apparent fact that a country that claims to be the most advanced of the so called developed countries would only have private health care.,HeIK30xBVf0aYJjinOWU4FhF6CwA,CUPzaneBmVYTvxC86LkYv5B5T8gA
8107,"It's ridiculous.Here only elective surgery is rationed, hip replacements, cataract surgery, that kind of thing.",iTpKOpiLMZUjSaCqqZE1TMRwoZA=,CTN5Q9tQYfTXnj6UPayZ1RFhwFA=
8108,"If you've got insurance, then you can go private, but otherwise, if you've got enough points, you get put on the waiting list and you eventually get your op for free.",KSYtsoMRt8lxbfAJ7iDsCkwoKN7kXKIw0gA=,C9KOPfwUkwuUcZVecoDaovAgIOcvsIKVvQA=
8109,"(The thing with the heart transplant would *never* happen here, that sort of thing isn't covered by our main health insurance company, as it's fully funded by the government.)",G8yeJxPFBSGlYCIGjESACGxOiwNc7+pAu5tjBmA=,DXcUOh15+cE5v8P7CHj/8Eh08gJotUx/LRJCBEA=
8110,"Although people are constantly winging and moaning about expensive doctor visits, (about NZ$50-$60 for an unsubsidised adult) if you need to go to A & E, you just go.",Tgi8JXVyBzHQh0sGdmB25cgOQjPYwsGSparOpnTFjkA=,DubRNhQxFlSZFimfjoj5cuZozt47dZgTnGwOQlHYDoA=
8111,"In an ambulance, or otherwise.You don't have to ask permission.",ZGB9mGyh1iLEIYkHQA==,BX0f4ZYfvBZjSqHnYA==
8112,"What, prey tell, do people do if they can't afford health insurance?",RiUi04BhRrbkTWEcY2EA,BkExz3cQQp8VHKumA1QA
8113,"Damaged Care is an excellent, must see movie which centers around the state of ethics in medical care and what happens when corporations get involved in medical decision making and make the bottom line take precedence over sound medical care.",DmJ4M+ZVupO7lgjxBGOYRTo+JS3IkjpVGN6UCCBBgA==,DmJ4M+ZVupO7lgjxBGOYRTo+JS3IkjpVGN6UCCBBgA==
8114,"It delivers it's message both intelligently and poignantly, and without any over-dramatization; showing the dilemmas faced by the doctors, as well as, the plight of their patients.",+MJ2aIoq4TIOU6G0skYU+AcmMkihpnQhIQUA,DKNB/47AH2sWEWd/jBqSnpYrvUdMMgIDs4Qw
8115,"The script, acting, and direction were all realistic and superbly done.",ReJsVsBkah5RQAsRbA==,BbnzYMyugj2J3dZ2DA==
8116,Laura Dern's performance as Dr. Linda Peeno is totally engrossing and believable.,JpHLxoUiHnsAGQyq5DREnwA=,B0GjB1F9TTaqtA93L8UF5gA=
8117,You'll stay riveted to the screen.,A4Yb1hRSZPSg,A4Yb1hRSZPSg
8118,"Go see this movie, but be forewarned: even though most people are aware from the media or their own experience of what's going on today, watching this movie may make you become motivated enough to go out and help change things, if even in some small, personal way.",WAZ6DhUPKEc+vZyNjQDr0XJ3sArgCipYEukLxPOHm6A=,Dwsd1o7kdwqDGJ7nfh6nEKk2REg8MMBpdA7jTGSx8hA=
8119,This movie wasn't a blockbuster though it did make an important point about US health care with its rising cost and declining quality.,SOHIl1mbGOGjxBhIPsvQ6smUAA==,CGezrYGDKkX8BF2RLAtmgufqgA==
8120,This made for TV movie portrays an honorable doc called to be the hatchet - woman for the dishonorable insurer out to save its Yankee green.,bTTIM0F1s3WQQYLckq5EEyoSnx4X3BnrSQVjoxy3AA==,DneNsiML1HyI2TtQ5uM2IcFXb7YkDxCBGl5lLvVvoA==
8121,Theee is much feel good liberal predictability in the denouement.,VF00xZSSKHAviBVKiaapoQyA,B+itoypHtO7Yh5+LtZ0fMtqA
8122,To an extent the movie does show how doctors are willing conspirators or accomplices in the process.,JqHVSLGGviTiaNkVYbvcCGA=,B35EX2tSMoWC3x67gcmwCsA=
8123,The acting flagged in places but overall the film did portray the essential ethical conflict between being a doctor and being the hatchet person kaboshing medical procedures treating doctors thought necessary.,T8oU7Or0oYDlQClxPy4jXhO0uxlEq2OgARL5OeWCIJQ=,DzmMLgpRuiLJ3fYQPOAhSrg3x2+/XosREBPFbxTOzFA=
8124,Too much feel - good liberalism enters the picture.,pKATqKBbUSCTBLLxhgA=,BdCT5jMvbhFSqJUBrIA=
